-4162,93,-3170
-4162,93,-3166
-4160,93,-3168
-4158,93,-3170
-4158,93,-3166
-4162,94,-3170
-4162,94,-3166
-4160,94,-3168
-4158,94,-3170
-4158,94,-3166
-4162,95,-3170
-4162,95,-3166
-4160,95,-3168
-4158,95,-3170
-4158,95,-3166
-4162,96,-3170
-4162,96,-3166
-4160,96,-3168
-4158,96,-3170
-4158,96,-3166
-4162,97,-3170
-4162,97,-3169
-4162,97,-3168
-4162,97,-3167
-4162,97,-3166
-4161,97,-3170
-4161,97,-3166
-4160,97,-3170
-4160,97,-3166
-4159,97,-3170
-4159,97,-3166
-4158,97,-3170
-4158,97,-3169
-4158,97,-3168
-4158,97,-3167
-4158,97,-3166
-4162,98,-3170
-4162,98,-3166
-4160,98,-3168
-4158,98,-3170
-4158,98,-3166
-4162,99,-3170
-4162,99,-3166
-4160,99,-3168
-4158,99,-3170
-4158,99,-3166
-4162,100,-3170
-4162,100,-3166
-4160,100,-3168
-4158,100,-3170
-4158,100,-3166
-4162,101,-3170
-4162,101,-3166
-4160,101,-3168
-4158,101,-3170
-4158,101,-3166
-4162,102,-3170
-4162,102,-3169
-4162,102,-3168
-4162,102,-3167
-4162,102,-3166
-4161,102,-3170
-4161,102,-3166
-4160,102,-3170
-4160,102,-3166
-4159,102,-3170
-4159,102,-3166
-4158,102,-3170
-4158,102,-3169
-4158,102,-3168
-4158,102,-3167
-4158,102,-3166
-4162,103,-3170
-4162,103,-3166
-4160,103,-3168
-4158,103,-3170
-4158,103,-3166
-4162,104,-3170
-4162,104,-3166
-4160,104,-3168
-4158,104,-3170
-4158,104,-3166
-4162,105,-3170
-4162,105,-3166
-4160,105,-3168
-4158,105,-3170
-4158,105,-3166
-4162,106,-3170
-4162,106,-3166
-4160,106,-3168
-4158,106,-3170
-4158,106,-3166
-4162,107,-3170
-4162,107,-3169
-4162,107,-3168
-4162,107,-3167
-4162,107,-3166
-4161,107,-3170
-4161,107,-3169
-4161,107,-3168
-4161,107,-3167
-4161,107,-3166
-4160,107,-3170
-4160,107,-3169
-4160,107,-3168
-4160,107,-3166
-4159,107,-3170
-4159,107,-3169
-4159,107,-3168
-4159,107,-3167
-4159,107,-3166
-4158,107,-3170
-4158,107,-3169
-4158,107,-3168
-4158,107,-3167
-4158,107,-3166
-4162,108,-3170
-4162,108,-3169
-4162,108,-3168
-4162,108,-3167
-4162,108,-3166
-4161,108,-3170
-4161,108,-3166
-4160,108,-3170
-4159,108,-3170
-4159,108,-3166
-4158,108,-3170
-4158,108,-3169
-4158,108,-3168
-4158,108,-3167
-4158,108,-3166
-4162,109,-3170
-4162,109,-3169
-4162,109,-3167
-4162,109,-3166
-4161,109,-3170
-4161,109,-3166
-4159,109,-3170
-4159,109,-3166
-4158,109,-3170
-4158,109,-3169
-4158,109,-3167
-4158,109,-3166
-4162,110,-3170
-4162,110,-3169
-4162,110,-3168
-4162,110,-3167
-4162,110,-3166
-4161,110,-3170
-4161,110,-3166
-4160,110,-3170
